image,od_dice,od_assd,oc_dice,oc_assd
g0003.png,0.12474184341905295,7.615494383333721,0.5008093643371817,10.0
g0005.png,0.3792986964534162,8.918432460775053,0.6158331473069453,10.0
g0006.png,0.17971298175170175,10.0,0.6381826128106749,10.0
g0007.png,1.0888501730304332e-09,10.0,0.3394357483510783,10.0
g0009.png,0.6191285540643321,4.738108267272986,0.5876040710682626,10.0
g0010.png,0.5405307494425046,6.05659348336429,0.6376611422218449,10.0
g0011.png,0.20024356367410967,7.807951652942755,0.4640223754589088,10.0
g0012.png,0.6422132979542943,4.059186838487284,0.752674897628241,10.0
g0013.png,0.5720390157249986,4.4859251991846065,0.6605679442337185,10.0
g0014.png,0.04900816895273418,10.0,0.4640142330066196,10.0
g0016.png,0.3662463633693052,5.968686290398882,0.5643198912312783,10.0
g0017.png,0.3973431154978258,5.2083267669141815,0.6349713681782243,6.360415956862591
g0018.png,0.12988846656799596,10.0,0.5511912431688057,9.341388017608146
g0019.png,0.47090290203363355,5.289362038471863,0.5626987424820977,10.0
g0020.png,0.7065538684063257,2.87789510305314,0.7771739135092519,10.0
g0021.png,0.7427354071216571,2.910874505323045,0.7377347067681513,10.0
g0022.png,0.6272783705054578,5.075407463996298,0.7180251120259362,10.0
g0023.png,0.7982356149089381,2.9038378180264144,0.8551236750767996,2.8619947785196254
g0024.png,0.40443609748284043,5.232977591217971,0.7423230977279213,5.089879961165259
g0025.png,0.41667885924163944,5.7701552898980815,0.6290744709104017,8.426258713541214
g0026.png,0.4357621819975305,6.984697835213227,0.60831844891697,8.873157426506124
g0027.png,0.7000632335417247,3.6325860373300563,0.9040090345793209,1.6244426229400053
g0028.png,0.4069485254733063,3.938225375135607,0.7045827412177811,5.555395909316656
g0029.png,0.4684530601782088,5.338483812504444,0.6888404222303882,4.594350788754862
g0030.png,0.3330494849720414,6.00439218332591,0.5699696053860551,8.11811534706564
g0032.png,0.7122428993064036,3.617121397894957,0.7898363482775821,3.5251005096026624
g0034.png,0.006929407744771105,10.0,0.40999455377859845,10.0
g0035.png,0.2319209947627472,5.950167853754671,0.5996608054988299,8.48225388528967
g0036.png,0.2588904701697923,5.664934613759976,0.6981646377447168,6.3344269205415165
g0037.png,0.5175124107022115,5.59078220082991,0.778786093366192,4.04003346076591
g0038.png,0.31313504589586644,5.8709902696302105,0.6511209150525606,7.345082652271809
g0039.png,0.6675570991935641,4.279206857847104,0.6846747525088668,4.92757570200729
g0040.png,0.2804342812653797,5.87218450207668,0.6413540716913504,7.583969351883684
n0001.png,0.6170925449243504,6.224632710585883,0.6191460061653823,5.90294579991788
n0002.png,0.6589489719934253,5.762830797064964,0.7558190607030764,3.4228407746246914
n0003.png,0.5932706164986264,5.036840818875174,0.47191011345836437,10.0
n0005.png,0.7353455487452706,3.674386455881613,0.801017165286023,2.1728646118514914
n0006.png,0.6628736157920849,4.511188816296855,0.7336285254401573,3.9743864282066053
n0007.png,0.7113817925244152,3.970739445813317,0.6011118846382492,10.0
n0008.png,0.6297872343576278,4.363466544115983,0.47538678065995277,10.0
n0009.png,0.6702449194006019,5.128978578820734,0.7366463831361623,4.053549333738596
n0010.png,0.6925798678567356,4.894221210676245,0.7259761103120412,4.15547088521713
n0011.png,0.8052570434176176,2.430568131669191,0.8408753712149938,2.3762652587517854
n0013.png,0.7469472591926817,3.6424399609217324,0.8476065001150495,2.034295275524923
n0014.png,0.6457160407177214,6.147670253291284,0.8207220073001795,2.68137184844563
n0016.png,0.7427166921544736,3.6191794506692627,0.6990092254902315,3.3140204429620197
n0017.png,0.6669444910260506,3.326127474925178,0.416777987131237,10.0
n0018.png,0.7950558712809439,3.0175490697682306,0.786056049701399,2.7575103698842125
n0019.png,0.6263866294731647,4.458849724084121,0.46500530364526693,10.0
n0020.png,0.6481570131353775,5.465601288520214,0.882630957300845,1.7382762691969367
n0021.png,0.6053073148932276,5.689973622755282,0.7103294932073388,4.0645747814778375
n0022.png,0.6854298751641702,4.3001549897173925,0.8939194526271131,1.8050976671099879
